enemy0_champion,enemy1_champion,enemy2_champion,enemy3_champion,enemy4_champion,teammate0_champion,teammate0_championDaysSinceLastPlayed,teammate0_championPoints,teammate0_playerPastWeekLoseStreak,teammate0_playerPastWeekWinRate,teammate1_champion,teammate1_championDaysSinceLastPlayed,teammate1_championPoints,teammate1_playerPastWeekLoseStreak,teammate1_playerPastWeekWinRate,teammate2_champion,teammate2_championDaysSinceLastPlayed,teammate2_championPoints,teammate2_playerPastWeekLoseStreak,teammate2_playerPastWeekWinRate,teammate3_champion,teammate3_championDaysSinceLastPlayed,teammate3_championPoints,teammate3_playerPastWeekLoseStreak,teammate3_playerPastWeekWinRate,teammate4_champion,teammate4_championDaysSinceLastPlayed,teammate4_championPoints,teammate4_playerPastWeekLoseStreak,teammate4_playerPastWeekWinRate,win
0.1088929219600726,0.17967332123411978,0.6750972762645915,0.19525547445255473,0.12790697674418605,0.01953125,0.032867707477403446,0.03721188765045126,0.16666666666666666,0.7272727272727273,0.16569200779727095,0.07011070110701106,0.103761909156298,0.1111111111111111,0.6666666666666666,0.06,0.00818639798488665,0.03617932786378772,0.5,0.3333333333333333,0.05263157894736842,0.019867549668874173,0.024835056320538354,0.375,0.6153846153846154,0.20077972709551656,0.0029585798816568047,0.3024579027039378,0.2727272727272727,0.56,1.0
0.47549909255898365,0.10707803992740472,0.38910505836575876,0.20072992700729925,0.42829457364341084,0.158203125,0.0024650780608052587,0.016297127774749783,0.25,0.6470588235294118,0.27485380116959063,0.02029520295202952,0.11196128595653833,0.2222222222222222,0.6341463414634146,0.01090909090909091,0.0743073047858942,0.5229171672788439,0.2,0.5555555555555556,0.15426497277676948,0.06291390728476821,0.07634891771947913,0.125,0.75,0.23976608187134502,0.08284023668639053,0.02178750130905896,0.4545454545454546,0.5,1.0
0.05444646098003629,0.7404718693284936,0.10700389105058367,0.25182481751824815,0.4903100775193798,0.12109375,0.0016433853738701725,0.6391047318403192,0.41666666666666663,0.5573770491803278,0.13840155945419103,0.25092250922509224,0.034605846768255684,0.3333333333333333,0.5416666666666666,0.20363636363636364,0.02392947103274559,0.01293261474031101,0.1,0.6,0.06170598911070781,0.02152317880794702,0.02464254021647047,0.625,0.4615384615384616,0.009746588693957114,0.0,0.5886929947324828,0.09090909090909091,0.42857142857142855,0.0
0.007259528130671506,0.10163339382940109,0.1517509727626459,0.4215328467153284,0.7965116279069767,0.423828125,0.06984387838948233,0.04285543508873593,0.3333333333333333,0.35294117647058826,0.2202729044834308,0.07011070110701106,0.010936429304918251,0.1111111111111111,0.6666666666666666,0.1709090909090909,0.010075566750629723,0.046094538464179054,0.5,0.5,0.26497277676951,0.19039735099337748,0.002784778968046637,0.125,0.6666666666666666,0.38791423001949316,0.0029585798816568047,0.03706914959449774,0.09090909090909091,0.7142857142857143,1.0
0.18148820326678763,0.016333938294010888,0.16926070038910504,0.032846715328467155,0.12790697674418605,0.029296875,0.018077239112571898,0.0034850053592088226,0.41666666666666663,0.5,0.38596491228070173,0.08118081180811808,0.17117900729160734,0.4444444444444444,0.5161290322580645,0.09636363636363636,0.0006297229219143577,0.021667639284610896,0.30000000000000004,0.5,0.20508166969147004,0.06291390728476821,0.008427129062891947,0.125,0.7142857142857143,0.23976608187134502,0.08284023668639053,0.02178750130905896,0.4545454545454546,0.5333333333333333,1.0
0.050816696914700546,0.15789473684210525,0.5116731517509728,0.1678832116788321,0.21124031007751937,0.21875,0.031224322103533278,0.012252225236706833,0.08333333333333333,0.625,0.05263157894736842,0.02214022140221402,0.03153435288866374,0.5555555555555556,0.5,0.39454545454545453,0.030856423173803525,0.003744464659640932,0.4,0.4615384615384616,0.010889292196007257,0.033112582781456956,0.009685188280270884,0.375,0.0,0.10721247563352826,0.0014792899408284023,0.5143976084682854,0.18181818181818182,0.6666666666666666,0.0
0.21234119782214153,0.13974591651542648,0.6750972762645915,0.28102189781021897,0.10271317829457363,0.11328125,0.0016433853738701725,0.005386224368157047,0.25,0.4444444444444444,0.021442495126705652,0.007380073800738007,0.02343576663976737,0.1111111111111111,0.8,0.06545454545454545,0.2084382871536524,0.0006824345199272253,0.2,0.5,0.15426497277676948,0.06291390728476821,0.07634891771947913,0.125,0.6666666666666666,0.19298245614035087,0.038461538461538464,0.02756504152947049,0.4545454545454546,0.5294117647058824,1.0
0.1088929219600726,0.021778584392014518,0.07003891050583658,0.25182481751824815,0.3023255813953488,0.123046875,0.10024650780608052,0.006855194650381696,0.08333333333333333,0.6666666666666666,0.16569200779727095,0.07011070110701106,0.103761909156298,0.1111111111111111,0.7,0.2290909090909091,0.04219143576826196,0.00900140743537812,0.5,0.5555555555555556,0.0308529945553539,0.0033112582781456954,0.27407349230438427,0.125,0.6666666666666666,0.05458089668615984,0.0014792899408284023,0.12757034576837342,0.4545454545454546,0.5555555555555556,1.0
0.43738656987295826,0.36116152450090744,0.054474708171206226,0.4744525547445255,0.027131782945736434,0.1640625,0.031224322103533278,0.10804259541046407,0.08333333333333333,0.6363636363636364,0.1111111111111111,0.046125461254612546,0.027974613870743317,0.5555555555555556,0.5263157894736842,0.08363636363636363,0.04785894206549118,0.047954412824825786,0.30000000000000004,0.42857142857142855,0.14882032667876585,0.0,0.04851166374620056,0.625,0.4583333333333333,0.13255360623781676,0.8683431952662721,0.003030216480950302,0.4545454545454546,0.5,0.0
0.021778584392014518,0.02903811252268602,0.1867704280155642,0.25182481751824815,0.5135658914728682,0.2109375,1.0,0.001462891784505099,0.25,0.6333333333333333,0.10721247563352826,0.24538745387453872,0.09962360619429932,0.2222222222222222,0.5454545454545454,0.39454545454545453,0.04785894206549118,0.07640451752428686,0.2,0.5625,0.15426497277676948,0.06291390728476821,0.07634891771947913,0.25,0.5833333333333334,0.005847953216374269,0.022189349112426034,0.007003635443740387,0.36363636363636365,0.5263157894736842,0.0
