win,enemy0_champion,enemy1_champion,enemy2_champion,enemy3_champion,enemy4_champion,teammate0_championPoints,teammate0_championDaysSinceLastPlayed,teammate0_champion,teammate1_championPoints,teammate1_championDaysSinceLastPlayed,teammate1_champion,teammate2_championPoints,teammate2_championDaysSinceLastPlayed,teammate2_champion,teammate3_championPoints,teammate3_championDaysSinceLastPlayed,teammate3_champion,teammate4_championPoints,teammate4_championDaysSinceLastPlayed,teammate4_champion
1.0,0.4754990925589837,0.10707803992740472,0.3891050583657588,0.20072992700729925,0.4282945736434109,0.015558276103799356,0.0132013201320132,0.158203125,0.11221400083963057,0.0111731843575419,0.27485380116959063,0.52439832116527,0.07138344914718887,0.01090909090909091,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.02178750130905896,0.07600596125186289,0.23976608187134504
0.0,0.05444646098003629,0.7404718693284936,0.10700389105058368,0.2518248175182481,0.4903100775193798,0.6333945569355841,0.0,0.12109375,0.03468395780856423,0.2439478584729981,0.13840155945419105,0.012969246149227918,0.020846493998736573,0.20363636363636364,0.024685299253545182,0.01335559265442404,0.061705989110707814,0.5821198186766332,0.022354694485842028,0.009746588693957114
1.0,0.18148820326678766,0.016333938294010888,0.16926070038910504,0.032846715328467155,0.12790697674418605,0.003488190514690623,0.014026402640264026,0.029296875,0.17156538623005874,0.07262569832402234,0.3859649122807017,0.021312470910938592,0.022741629816803537,0.09636363636363636,0.008441751578301,0.05509181969949917,0.20508166969147004,0.02178750130905896,0.07600596125186289,0.23976608187134504
0.0,0.05081669691470055,0.15789473684210525,0.5116731517509728,0.1678832116788321,0.21124031007751934,0.01226342328042686,0.027227722772277228,0.21875,0.031605531066330815,0.01303538175046555,0.05263157894736842,0.00375507079141525,0.02779532533164877,0.3945454545454545,0.009701993744363209,0.025041736227045083,0.010889292196007256,0.5143098845171987,0.01490312965722802,0.10721247563352826
1.0,0.21234119782214156,0.13974591651542648,0.6750972762645915,0.28102189781021897,0.10271317829457363,0.004718521277624137,0.004125412541254125,0.11328125,0.02341126154492024,0.0260707635009311,0.02144249512670565,0.0006843675039726363,0.20593809222994314,0.06545454545454545,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.02756504152947049,0.03129657228017884,0.19298245614035087
1.0,0.1088929219600726,0.021778584392014518,0.07003891050583658,0.2518248175182481,0.3023255813953488,0.0068614600240522895,0.09653465346534654,0.123046875,0.1039961167086482,0.06145251396648045,0.16569200779727095,0.009026903767188366,0.03916614024005054,0.2290909090909091,0.273929729626005,0.041736227045075125,0.0308529945553539,0.1248026211100548,0.0014903129657228018,0.054580896686159834
0.0,0.4373865698729583,0.3611615245009073,0.05447470817120623,0.4744525547445255,0.027131782945736437,0.10814134202046,0.027227722772277228,0.1640625,0.028037757136859784,0.037243947858473,0.1111111111111111,0.048090242874729065,0.04485154769425142,0.08363636363636362,0.04311831980503905,0.0,0.14882032667876585,0.003030216480950302,0.8673621460506706,0.13255360623781676
0.0,0.13248638838475502,0.13974591651542648,0.07392996108949415,0.032846715328467155,0.013565891472868215,0.06162199506921286,0.08415841584158416,0.2265625,0.005193246221662468,0.03165735567970205,1.0,0.0626795259825562,0.0018951358180669612,0.014545454545454544,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.018060933464443242,0.011922503725782414,0.02144249512670565
0.0,0.0925589836660617,0.17241379310344826,0.1517509727626459,0.08941605839416059,0.16472868217054262,0.03575868481697478,0.05033003300330033,0.109375,0.0,1.0,0.062378167641325526,0.086960113905191,0.035375868603916616,0.041818181818181824,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.01344284546575978,0.04321907600596125,0.20662768031189085
1.0,0.4754990925589837,0.4537205081669691,0.21011673151750973,0.034671532846715335,0.4554263565891473,0.0676357436774857,0.005775577557755776,0.015625,0.3295261335012594,0.00186219739292365,0.09551656920077972,0.0689166338482384,0.0018951358180669612,0.005454545454545455,0.03335971830445378,0.08347245409015025,0.3956442831215971,0.001620512987904975,1.0,0.08576998050682261
